English,CEFR,gender,word,wordAudio,definition,sentenceAudio,example,sentenceTranslation,oldSentenceToBeDeleted
disguise,B2,masculine,travestimento,,,,Il suo travestimento era così realistico che nessuno lo ha riconosciuto.,His disguise was so realistic that no one recognized him.,
disguise,B2,verb,travestire,,,,Per la festa si è travestito da pirata.,He dressed up as a pirate for the party.,
tricolor,B2,masculine,tricolore,,,,Il tricolore sventolava sul balcone in occasione della festa nazionale.,The tricolor flag was waving on the balcony for the national holiday.,
thunder,B2,masculine,tuono,,,,"Dopo il fulmine, si è sentito un forte tuono.","After the lightning, a loud thunder was heard.",
humble,B2,adjective,umile,,,,"Nonostante il successo, è rimasto una persona umile.","Despite his success, he remained a humble person.",
humility,B2,feminine,"umiltà, umilità",,,,Ha reagito con umiltà nonostante il grande successo ottenuto.,He reacted with humility despite his great success.,
humor,B2,masculine,umorismo,,,,Il film mescola azione e umorismo in modo intelligente.,The film mixes action and humor in a clever way.,
humorous,B2,adjective,umoristico,,,,Il suo stile umoristico rende piacevole la lettura.,His humorous style makes the reading enjoyable.,
unification,B2,feminine,unificazione,,,,L'unificazione del paese è avvenuta dopo anni di conflitti interni.,The unification of the country happened after years of internal conflict.,
hurricane,B2,masculine,uragano,,,,"L'uragano ha devastato l'intera costa, lasciando centinaia di famiglie senza casa.","The hurricane devastated the entire coast, leaving hundreds of families homeless.",
vague,B2,adjective,vago,,,,Il suo discorso era così vago che nessuno ha capito cosa intendesse davvero.,His speech was so vague that no one understood what he really meant.,
evaluate,B2,verb,valutare,,,,È importante valutare tutti i pro e i contro prima di decidere.,It’s important to evaluate all the pros and cons before deciding.,
old age,B2,feminine,vecchiaia,,,,"La vecchiaia porta con sé saggezza, ma anche qualche difficoltà.","Old age brings wisdom, but also some difficulties.",
revenge,B2,feminine,vendetta,,,,Ha giurato vendetta contro chi ha fatto del male alla sua famiglia.,He swore revenge against those who harmed his family.,
avenge,B2,verb,vendicare,,,,Il protagonista decide di vendicare la morte del fratello.,The protagonist decides to avenge his brother's death.,
verbal,B2,adjective,verbale,,,,"Abbiamo ricevuto una comunicazione verbale, ma aspettiamo quella scritta.","We received a verbal communication, but we're waiting for the written one.",
summit,B2,feminine,vetta,,,,Abbiamo raggiunto la vetta dopo ore di cammino tra i sentieri di montagna.,We reached the summit after hours of hiking through mountain trails.,
neighborhood,B2,masculine,vicinato,,,,Nel mio vicinato si organizzano spesso feste e attività per tutti.,"In my neighborhood, parties and activities are often organized for everyone.",
vigorous,B2,adjective,vigoroso,,,,"Nonostante l'età, mantiene un passo vigoroso e uno sguardo attento.","Despite his age, he maintains a vigorous pace and a sharp gaze.",
virile,B2,adjective,virile,,,,"Mostrava un atteggiamento virile ma rispettoso, mai arrogante.","He showed a virile but respectful attitude, never arrogant.",
"vision, view",B2,feminine,visione,,,,La visione del futuro proposta dal relatore ha ispirato l'intero pubblico.,The speaker's vision of the future inspired the entire audience.,
visual,B2,adjective,visivo,,,,L'apprendimento visivo è molto utile per alcuni studenti.,Visual learning is very useful for some students.,
vocal,B2,adjective,vocale,,,,Ha preso lezioni di canto per migliorare la tecnica vocale.,He took singing lessons to improve his vocal technique.,
voice message,B2,masculine,vocale,,,,Mi ha mandato un vocale lungo cinque minuti.,He sent me a voice message five minutes long.,
voluntary,B2,adjective,volontario,,,,La partecipazione al seminario è completamente volontaria.,Participation in the seminar is completely voluntary.,
gradually,C,adverb,a mano a mano,,,,"A mano a mano che il discorso proseguiva, il pubblico diventava sempre più coinvolto.","As the speech went on, the audience became increasingly engaged.",
event,C,masculine,accadimento,,,,"L'accadimento fu interpretato non solo come un fatto isolato, ma come il sintomo di un mutamento culturale più profondo.",The event was interpreted not just as an isolated fact but as a symptom of a deeper cultural shift.,
fascination,C,feminine,affascinazione,,,,L’affascinazione per il mistero è un tema ricorrente nella sua opera.,The fascination with mystery is a recurring theme in his work.,
affirmatively,C,adverb,affermativamente,,,,"Ha risposto affermativamente, senza lasciare spazio a dubbi.","He answered affirmatively, leaving no room for doubt.",
affix,C,verb,affiggere,,,,"Ha deciso di affiggere il manifesto sulla bacheca del dipartimento, rispettando tutte le normative accademiche.","He decided to affix the notice to the department bulletin board, following all regulations.",
"ease, comfort",C,masculine,agio,,,,"Dopo anni di sacrifici e duro lavoro, finalmente si gode l'agio di una vita priva di preoccupazioni finanziarie.","After years of sacrifice and hard work, he finally enjoys the ease of a life free of financial worries.",
algorithm,C,masculine,algoritmo,,,,L'algoritmo utilizzato dal motore di ricerca è basato sull'intelligenza artificiale.,The algorithm used by the search engine is based on artificial intelligence.,
nourishing,C,adjective,almo,,,,Un pasto semplice ma almo può dare energia e conforto.,A simple but nourishing meal can provide energy and comfort.,
alternatively,C,adverb,alternativamente,,,,"Alternativamente, potremmo considerare un approccio più flessibile.","Alternatively, we could consider a more flexible approach.",
alternate,C,adjective,alternato,,,,Abbiamo seguito un ritmo alternato di lavoro e riposo.,We followed an alternating rhythm of work and rest.,
alternate,C,adjective,alterno,,,,I giorni alterni sono riservati agli incontri individuali.,Alternate days are reserved for individual meetings.,
anal,C,adjective,anale,,,,L’esame ha richiesto un controllo anale per individuare eventuali problemi.,The exam required an anal check to identify any issues.,
anglicism,C,masculine,anglicismo,,,,Il termine utilizzato è un anglicismo ormai diffuso nel linguaggio quotidiano.,The term used is an anglicism now widespread in everyday language.,
anglicize,C,verb,anglicizzare,,,,Alcuni preferiscono anglicizzare i nomi per renderli più moderni.,Some people prefer to anglicize names to make them more modern.,
"mind, spirit",C,masculine,animo,,,,"L'animo umano è un intreccio complesso di ragione, emozione e memoria, capace di gesti di straordinaria bellezza e profonda oscurità.","The human spirit is a complex weave of reason, emotion, and memory, capable of acts of extraordinary beauty and profound darkness.",
anus,C,masculine,ano,,,,Il medico ha spiegato con chiarezza le funzioni dell’ano.,The doctor clearly explained the functions of the anus.,
anticipation,C,feminine,anticipazione,,,,L’anticipazione di un cambiamento così radicale ha generato un clima di incertezza diffusa tra gli investitori.,The anticipation of such a radical change created a widespread sense of uncertainty among investors.,
pair,C,verb,appaiare,,,,Gli studenti devono appaiare le immagini con le parole corrispondenti.,Students must pair the images with the corresponding words.,
approach,C,verb,approcciare,,,,Il terapeuta ha deciso di approcciare il caso con una metodologia innovativa.,The therapist decided to approach the case with an innovative method.,
approver,C,masculine,approvatore,,,,L’approvatore ha firmato il documento solo dopo un’attenta revisione giuridica.,The approver signed the document only after a careful legal review.,
silver,C,adjective,argenteo,,,,"Il cielo assumeva un tono argenteo al tramonto, riflettendo la luce in modo quasi surreale sulle acque del lago.","The sky took on a silvery tone at sunset, reflecting the light almost surrealistically on the lake's waters.",
take out,C,verb,asportare,,,,Il chirurgo ha dovuto asportare una parte del tessuto compromesso per evitare ulteriori complicazioni.,The surgeon had to remove part of the damaged tissue to avoid further complications.,
attribution,C,feminine,attribuzione,,,,L'attribuzione delle responsabilità è stata oggetto di un lungo dibattito.,The attribution of responsibilities was the subject of a long debate.,
self-deprecating,C,adjective,autoironico,,,,Il suo umorismo autoironico lo rende molto simpatico anche nei contesti più formali.,His self-deprecating humor makes him very likable even in formal settings.,
adventurously,C,adverb,avventurosamente,,,,"L’alpinista si è lanciato avventurosamente nell’impresa, ignorando i potenziali pericoli del meteo estremo.","The mountaineer launched himself adventurously into the expedition, ignoring the extreme weather risks.",
nitrogen,C,masculine,azoto,,,,L'azoto liquido viene impiegato in processi industriali altamente specializzati per la conservazione di materiali biologici.,Liquid nitrogen is used in highly specialized industrial processes to preserve biological materials.,
shady,C,adjective,bacio,,,,Il suo stile bacio negli affari ha sollevato non pochi sospetti tra i membri del consiglio.,His shady business style raised suspicions among the board members.,
well endowed,C,expression,ben dotato,,,,"L'imprenditore, ben dotato di risorse e contatti, ha dominato il mercato senza rivali.","The entrepreneur, well-endowed with resources and contacts, dominated the market without rivals.",
barbell,C,masculine,bilanciere,,,,Il bilanciere utilizzato dagli atleti professionisti può superare i duecento chili.,The barbell used by professional athletes can exceed two hundred kilos.,
"edge, border",C,verb,bordare,,,,Il sarto ha deciso di bordare l'orlo con un nastro decorativo.,The tailor decided to edge the hem with a decorative ribbon.,
pickpocket,C,verb,borseggiare,,,,"Durante la confusione al mercato, qualcuno ha tentato di borseggiare una turista.","During the confusion at the market, someone tried to pickpocket a tourist.",
pickpocket,C,masculine,borseggiatore,,,,Il borseggiatore è stato arrestato grazie alle telecamere di sicurezza.,The pickpocket was arrested thanks to security cameras.,
brutalize,C,verb,brutalizzare,,,,Il regime ha brutalizzato la popolazione con metodi repressivi e disumani.,The regime brutalized the population with repressive and inhumane methods.,
pace,C,verb,cadenzare,,,,Il narratore riesce a cadenzare il ritmo della storia con grande maestria.,The narrator is able to pace the story's rhythm with great skill.,
choir,C,feminine,cantoria,,,,La cantoria barocca della basilica è decorata con affreschi del Settecento.,The baroque choir loft of the basilica is decorated with eighteenth-century frescoes.,
cardiology,C,feminine,cardiologia,,,,La cardiologia moderna ha fatto enormi progressi nella prevenzione dell’infarto.,Modern cardiology has made enormous progress in heart attack prevention.,
cardiologist,C,masculine,cardiologo,,,,Il cardiologo ha spiegato in dettaglio i rischi legati all’ipertensione.,The cardiologist explained in detail the risks related to high blood pressure.,
famine,C,feminine,carestia,,,,"Durante la carestia, intere popolazioni furono costrette a migrare in cerca di sopravvivenza.","During the famine, entire populations were forced to migrate in search of survival.",
meatiness,C,feminine,carnosità,,,,"La carnosità del personaggio non si limita all'aspetto fisico, ma rappresenta una complessità interiore che lo rende profondamente umano.","The character's meatiness is not limited to physical appearance, but represents an inner complexity that makes him deeply human.",
the fuck,C,interjection,cazzo,,,,Quel cazzo di contratto aveva clausole nascoste che nessuno aveva letto attentamente.,The fucking contract had hidden clauses that no one had read carefully.,
encircle,C,verb,cerchiare,,,,L’artista ha deciso di cerchiare le parole chiave nel testo per evidenziarne il significato simbolico.,The artist decided to encircle the key words in the text to highlight their symbolic meaning.,
feed,C,verb,cibare,,,,Il medico spiegò come fosse necessario cibare i pazienti tramite sondino in casi estremi di denutrizione.,The doctor explained how it was necessary to feed patients by tube in extreme cases of malnutrition.,
civilize,C,verb,civilizzare,,,,Alcune società antiche cercarono di civilizzare popolazioni considerate “barbare”.,Some ancient societies tried to civilize populations considered “barbaric.”,
cognitive,C,adjective,cognitivo,,,,Il declino cognitivo può influire profondamente sulla qualità della vita in età avanzata.,Cognitive decline can deeply affect quality of life in old age.,
cognition,C,feminine,cognizione,,,,La cognizione è alla base di ogni processo decisionale complesso.,Cognition is the basis of every complex decision-making process.,
aisle,C,masculine,collaterale,,,,Ci siamo seduti nel corridoio collaterale per evitare la folla presente nella navata principale.,We sat in the collateral aisle to avoid the crowd in the main nave.,
"collateral, side",C,adjective,collaterale,,,,La decisione ha avuto conseguenze collaterali impreviste sull’equilibrio geopolitico della regione.,The decision had unexpected collateral consequences on the geopolitical balance of the region.,
anger,C,feminine,collera,,,,"La collera repressa si manifestò improvvisamente, distruggendo ogni tentativo di mediazione.","Suppressed anger suddenly manifested, destroying all attempts at mediation.",
colloquial,C,adjective,colloquiale,,,,Il registro colloquiale è spesso usato nei dialoghi informali.,Colloquial language is often used in informal dialogues.,
colloquially,C,adverb,colloquialmente,,,,"Colloquialmente parlando, quel modo di dire è piuttosto comune.","Colloquially speaking, that expression is quite common.",
guilty,C,adjective,colpabile,,,,"Sebbene non ci siano prove dirette, il suo comportamento resta colpabile secondo l'interpretazione giuridica estensiva della norma.","Although there is no direct evidence, his behavior remains blameworthy according to the broad legal interpretation of the rule.",
guilt,C,feminine,colpabilità,,,,"La colpabilità dell'imputato venne discussa a lungo, soprattutto in relazione al principio di proporzionalità della pena.","The defendant's culpability was discussed at length, especially in relation to the principle of proportionality of punishment.",
culpable,C,adjective,colposo,,,,"L'imputato è stato condannato per omicidio colposo, non premeditato.","The defendant was convicted of involuntary manslaughter, not premeditated murder.",
chimney,C,masculine,comignolo,,,,"Il comignolo, sebbene architettonicamente marginale, diventa in questa poesia simbolo dell'ultimo respiro della casa abbandonata.","The chimney, although architecturally marginal, becomes in this poem a symbol of the house's last breath.",
complexity,C,feminine,complessità,,,,Affrontare la complessità delle relazioni internazionali richiede un approccio interdisciplinare e paziente.,Dealing with the complexity of international relations requires an interdisciplinary and patient approach.,
complication,C,feminine,complicazione,,,,Ogni complicazione imprevista nell'intervento chirurgico venne affrontata con calma e precisione.,Any unforeseen complications in surgery were dealt with calmly and precisely.,
plot,C,verb,complottare,,,,Alcuni membri del consiglio hanno cercato di complottare contro il presidente.,Some members of the council tried to plot against the president.,
compute,C,verb,computare,,,,Gli ingegneri hanno dovuto computare con precisione millimetrica ogni variabile per garantire la stabilità della struttura.,The engineers had to compute every variable with millimetric precision to ensure the stability of the structure.,
computer,C,masculine,computatore,,,,Il computatore quantistico sta rivoluzionando il modo in cui affrontiamo problemi complessi nell'ambito della crittografia.,The quantum computer is revolutionizing the way we approach complex problems in cryptography.,
conflict,C,verb,confliggere,,,,"Le loro opinioni sul futuro dell’azienda continuano a confliggere, rallentando il processo decisionale.","Their opinions on the future of the company continue to conflict, slowing the decision-making process.",
consensual,C,adjective,consensuale,,,,La decisione è stata presa in modo del tutto consensuale.,The decision was made in a completely consensual way.,
conservative,C,adjective,conservativo,,,,Un approccio troppo conservativo potrebbe rallentare l'innovazione tecnologica.,An overly conservative approach could slow down technological innovation.,
"conviction, belief",C,masculine,convincimento,,,,Il suo convincimento si basa su anni di esperienza e riflessione personale.,His conviction is based on years of experience and personal reflection.,
convivial,C,adjective,conviviale,,,,L'atmosfera conviviale della cena ha favorito conversazioni profonde.,The convivial atmosphere of the dinner encouraged deep conversation.,
feast,C,masculine,convivio,,,,Il convivio rinascimentale riuniva filosofi e artisti intorno a un banchetto.,The Renaissance feast brought together philosophers and artists around a banquet.,
corrupt,C,verb,corrompere,,,,Il politico è stato accusato di voler corrompere alcuni funzionari per ottenere appalti pubblici.,The politician was accused of trying to bribe some officials to obtain government contracts.,
corruption,C,feminine,corruzione,,,,La corruzione sistemica mina la fiducia dei cittadini nelle istituzioni democratiche.,Systemic corruption undermines citizens' trust in democratic institutions.,
procession,C,masculine,corteo,,,,"Il corteo si è mosso lentamente lungo le strade del centro, attirando l'attenzione dei passanti e dei media.","The procession moved slowly through the city streets, attracting the attention of passersby and the media.",
conspire,C,verb,cospirare,,,,I due funzionari sono stati accusati di cospirare contro lo Stato.,The two officials were accused of conspiring against the State.,
conspiracy,C,feminine,cospirazione,,,,La cospirazione è stata scoperta grazie a un'inchiesta giornalistica.,The conspiracy was uncovered thanks to a journalistic investigation.,
criminalize,C,verb,criminalizzare,,,,Non si può criminalizzare ogni forma di dissenso.,You can’t criminalize every form of dissent.,
crusty,C,adjective,crostoso,,,,La superficie del terreno era crostosa e screpolata per la lunga siccità.,The surface of the soil was crusty and cracked from the long drought.,
tariff,C,masculine,dazio,,,,Il dazio doganale ha aumentato i costi di importazione.,The customs tariff increased import costs.,
behead,C,verb,decapitare,,,,"Il condannato fu decapitato pubblicamente, secondo le leggi del tempo.","The condemned man was publicly beheaded, according to the laws of the time.",
decipher,C,verb,decifrare,,,,Gli studiosi hanno cercato di decifrare il codice per anni senza successo.,Scholars tried to decipher the code for years without success.,
decoratively,C,adverb,decorativamente,,,,Le pareti sono state dipinte decorativamente con motivi floreali antichi.,The walls were decoratively painted with antique floral patterns.,
defenestrate,C,verb,defenestrare,,,,La leggenda narra che il tiranno fu defenestrato durante la rivolta popolare.,Legend has it that the tyrant was defenestrated during the popular uprising.,
deliberate,C,verb,deliberare,,,,Il consiglio ha deliberato all’unanimità l’adozione del nuovo regolamento.,The council unanimously deliberated the adoption of the new regulation.,
demonic,C,adjective,demonico,,,,"Il film presenta una visione fortemente demonica del male, ispirata alla tradizione esoterica.","The film presents a strongly demonic vision of evil, inspired by esoteric tradition.",
demonize,C,verb,demonizzare,,,,"Alcuni media hanno cercato di demonizzare il movimento, distorcendo le sue reali intenzioni.","Some media tried to demonize the movement, distorting its real intentions.",
money,C,masculine,denaro,,,,"Il denaro, in senso arcaico, era considerato non solo un mezzo di scambio ma anche un simbolo di prestigio sociale.","Money, in the archaic sense, was considered not only a medium of exchange but also a symbol of social prestige.",
denigrate,C,verb,denigrare,,,,Non è corretto denigrare il lavoro altrui solo per ottenere vantaggi personali.,It is not right to denigrate someone else’s work just to gain personal advantage.,
designation,C,feminine,designazione,,,,La designazione del nuovo direttore ha suscitato molte polemiche.,The designation of the new director sparked much controversy.,
deviate,C,verb,deviare,,,,Durante il percorso abbiamo dovuto deviare a causa di un incidente.,"During the trip, we had to deviate because of an accident.",
deviation,C,feminine,deviazione,,,,La deviazione dal piano iniziale ha causato alcuni problemi organizzativi.,The deviation from the original plan caused some organizational problems.,
devolve,C,verb,devolvere,,,,Il potere esecutivo fu devoluto al parlamento regionale con la riforma costituzionale.,Executive power was devolved to the regional parliament with the constitutional reform.,
diaspora,C,feminine,diaspora,,,,La diaspora armena ha influenzato molte culture nei paesi di accoglienza.,The Armenian diaspora has influenced many cultures in host countries.,
debate,C,verb,dibattere,,,,"I candidati hanno iniziato a dibattere su temi complessi, con argomentazioni articolate e riferimenti a dati e teorie economiche.","The candidates began to debate complex topics, with structured arguments and references to data and economic theories.",
yachting,C,masculine,diportismo,,,,"Il diportismo nautico, pur essendo considerato un'attività ricreativa, richiede competenze tecniche avanzate e una profonda conoscenza delle normative marittime.","Recreational boating, though considered a leisure activity, requires advanced technical skills and a deep knowledge of maritime regulations.",
pleasure,C,masculine,diporto,,,,"Nel contesto legislativo italiano, il termine diporto si riferisce specificamente alla navigazione a scopo non commerciale, distinguendola nettamente dal trasporto professionale.","In Italian legal context, the term “diporto” refers specifically to non-commercial navigation, clearly distinguishing it from professional transport.",
deficit,C,masculine,disavanzo,,,,Il disavanzo strutturale dello Stato rappresenta una sfida economica di lungo periodo.,The structural deficit of the state represents a long-term economic challenge.,
"cut down, fell",C,verb,disboscare,,,,Disboscare in modo irresponsabile porta a conseguenze irreversibili sull'equilibrio ecologico.,Irresponsible deforestation leads to irreversible consequences on the ecological balance.,
be distanced,C,verb,distare,,,,"Non potendo più distare dalla situazione, fu costretto a prendere una decisione drastica.","Unable to detach himself from the situation any longer, he was forced to make a drastic decision.",
divinity,C,feminine,divinità,,,,La divinità era rappresentata con simboli complessi e rituali antichissimi.,The divinity was depicted with complex symbols and ancient rituals.,
dosage,C,masculine,dosaggio,,,,Il medico ha modificato il dosaggio in base ai risultati degli esami.,The doctor adjusted the dosage based on the test results.,
drag,C,masculine,drag,,,,Il drag è una forma d’arte che sfida le convenzioni di genere.,Drag is an art form that challenges gender conventions.,
drag queen,C,feminine,drag queen,,,,La drag queen ha portato in scena uno spettacolo provocatorio e raffinato.,The drag queen performed a provocative and refined show.,
doubt,C,verb,dubbiare,,,,"Nonostante le prove, alcuni continuano a dubbiare della veridicità del rapporto scientifico.","Despite the evidence, some continue to doubt the truth of the scientific report.",
lastingly,C,adverb,durevolmente,,,,Questi materiali sono stati scelti perché resistono durevolmente nel tempo.,These materials were chosen because they last over time.,
Jewishness,C,feminine,ebraicità,,,,Il documentario analizza in profondità l'evoluzione dell'ebraicità nella diaspora europea.,The documentary takes an in-depth look at the evolution of Jewishness in the European diaspora.,
ego,C,masculine,ego,,,,Il suo ego era talmente ingombrante da compromettere qualsiasi forma di collaborazione.,His ego was so overbearing it compromised any form of collaboration.,
ejaculate,C,verb,eiaculare,,,,"L'uomo eiaculò prematuramente, suscitando in lui un forte senso di frustrazione.","The man ejaculated prematurely, arousing in him a strong sense of frustration.",
ejaculation,C,feminine,eiaculazione,,,,L'eiaculazione retrograda può essere un effetto collaterale di alcuni interventi chirurgici.,Retrograde ejaculation can be a side effect of some surgeries.,
elephantine,C,adjective,elefantino,,,,La sua andatura elefantina rendeva difficile non notarlo.,His elephantine gait made it hard not to notice him.,
listing,C,feminine,elencazione,,,,L'elencazione dei punti trattati era troppo dettagliata.,The listing of the discussed points was too detailed.,
helium,C,masculine,elio,,,,L'elio è un gas nobile utilizzato non solo nei palloncini ma anche in risonanze magnetiche.,Helium is a noble gas used not only in balloons but also in MRIs.,
elitist,C,adjective,elitario,,,,Il suo atteggiamento elitario ha creato disagio tra i colleghi.,His elitist attitude created discomfort among his colleagues.,
elite,C,feminine,élite,,,,Solo una piccola élite ha accesso a quel tipo di formazione.,Only a small elite has access to that kind of training.,
episodic,C,adjective,episodico,,,,"Il romanzo è strutturato in modo episodico, con eventi autonomi ma collegati.","The novel is structured episodically, with autonomous but connected events.",
erect,C,adjective,eretto,,,,"Il monumento, perfettamente eretto al centro della piazza, simboleggia la rinascita nazionale dopo il conflitto.","The monument, perfectly erected in the center of the square, symbolizes national rebirth after the conflict.",
erection,C,feminine,erezione,,,,L'erezione notturna è un fenomeno fisiologico che riveste un ruolo diagnostico in urologia.,Nocturnal erection is a physiological phenomenon that plays a diagnostic role in urology.,
erect,C,verb,erigere,,,,Lo Stato ha deciso di erigere un memoriale in onore delle vittime della tragedia.,The state has decided to erect a memorial in honor of the victims of the tragedy.,
exhaustively,C,adverb,esaustivamente,,,,"Il tema è stato trattato esaustivamente, senza tralasciare alcun dettaglio tecnico o teorico.","The topic was addressed exhaustively, without omitting any technical or theoretical detail.",
exhaustive,C,adjective,esaustivo,,,,"La relazione finale è stata tanto chiara quanto esaustiva, coprendo tutte le fasi del progetto.","The final report was as clear as it was thorough, covering all phases of the project.",
bait,C,feminine,esca,,,,L'esca era posizionata con cura per attrarre la preda senza destare sospetti.,The bait was carefully placed to attract the prey without raising suspicion.,
urge,C,verb,esortare,,,,Il professore ha esortato gli studenti a partecipare attivamente al dibattito.,The professor urged the students to participate actively in the debate.,
extremism,C,masculine,estremismo,,,,L'estremismo rappresenta una minaccia per la stabilità democratica.,Extremism represents a threat to democratic stability.,
extremist,C,noun,estremista,,,,L'estremista ha parlato con toni molto accesi durante l'intervista.,The extremist spoke in very heated tones during the interview.,
extremist,C,adjective,estremista,,,,Le idee estremiste si diffondono rapidamente sui social.,Extremist ideas spread rapidly on social media.,
etymology,C,feminine,etimologia,,,,L'etimologia della parola rivela la sua origine profondamente legata al mare.,The etymology of the word reveals its origin deeply related to the sea.,
ethnicity,C,feminine,etnicità,,,,"L'etnicità, come costruzione sociale, va oltre i tratti somatici, abbracciando lingua, storia condivisa e appartenenza culturale.","Ethnicity, as a social construct, goes beyond physical traits, embracing language, shared history, and cultural belonging.",
extraterrestrial,C,adjective,extraterrestre,,,,La scoperta di una possibile forma di vita extraterrestre ha suscitato un acceso dibattito scientifico.,The discovery of a possible form of extraterrestrial life sparked a heated scientific debate.,
quiver,C,feminine,faretra,,,,La faretra era realizzata in pelle intrecciata e conteneva frecce finemente decorate.,The quiver was made of woven leather and held finely decorated arrows.,
favor,C,verb,favoreggiare,,,,Il giudice ha stabilito che l'imputato ha favoreggiato la fuga del complice.,The judge ruled that the defendant aided the accomplice's escape.,
phoenix,C,feminine,fenice,,,,"Come la fenice che risorge dalle proprie ceneri, l'artista ha trasformato la sua sofferenza in una nuova forma di espressione.","Like the phoenix rising from its own ashes, the artist transformed their suffering into a new form of expression.",
fervent,C,adjective,fervente,,,,La sua difesa era così fervente da non lasciare spazio a dubbi sulla sua lealtà incrollabile.,His defense was so fervent that it left no room for doubt about his unshakable loyalty.,
fetish,C,masculine,fetish,,,,Quel particolare accessorio ha assunto nel tempo un valore quasi fetish.,That particular accessory has taken on an almost fetish-like value over time.,
"fix, thrust, drive",C,verb,figgere,,,,"Nel rituale, il sacerdote doveva figgere la lancia nel terreno per evocare gli spiriti ancestrali.","In the ritual, the priest had to thrust the spear into the ground to summon the ancestral spirits.",
flaccid,C,adjective,flaccido,,,,"Il vecchio libro era ricoperto da uno strato di pelle flaccida, segno del tempo passato.","The old book was covered with a layer of flabby skin, a sign of time past.",
flow,C,verb,fluire,,,,"Durante il discorso, le sue parole sembravano fluire con una naturalezza tale da rendere ogni concetto immediatamente comprensibile.","During the speech, his words seemed to flow with such naturalness that every concept became immediately understandable.",
focal,C,adjective,focale,,,,L'obiettivo focale dell'indagine era comprendere le cause del fenomeno.,The focal objective of the investigation was to understand the causes of the phenomenon.,
fundamentalism,C,masculine,fondamentalismo,,,,Il fondamentalismo religioso può influenzare profondamente le decisioni politiche.,Religious fundamentalism can deeply influence political decisions.,
scrub,C,verb,frettare,,,,Il chirurgo ha dovuto frettare la zona per rimuovere completamente il tessuto necrotico.,The surgeon had to scrub the area to completely remove the necrotic tissue.,
frigid,C,adjective,frigido,,,,"L'atmosfera nella stanza era frigidamente tesa, come se ogni parola potesse rompere un equilibrio fragile.","The atmosphere in the room was frigidly tense, as if every word could break a fragile balance.",
generationally,C,adverb,generazionalmente,,,,"Generazionalmente, le priorità si sono spostate da valori materiali a bisogni identitari e psicologici più profondi.","Generationally, priorities have shifted from material values to deeper identity and psychological needs.",
manageable,C,adjective,gestibile,,,,La complessità del problema rimane comunque gestibile con le risorse attualmente disponibili.,The complexity of the problem remains manageable with the resources currently available.,
icebox,C,feminine,‎ghiacciaia,,,,"La vecchia ghiacciaia, un tempo essenziale per conservare il cibo, è ora solo un ricordo storico.","The old icebox, once essential for preserving food, is now just a historical memory.",
revolving,C,adjective,girevole,,,,Abbiamo installato una porta girevole all’ingresso dell’hotel per migliorare l’efficienza energetica.,We installed a revolving door at the hotel entrance to improve energy efficiency.,
glans,C,masculine,glande,,,,Il medico ha spiegato che un'infiammazione del glande può essere sintomo di una patologia più complessa.,The doctor explained that inflammation of the glans can be a symptom of a more complex condition.,
glaze,C,verb,glassare,,,,"Dopo aver cotto la torta, bisogna glassare la superficie con cura.","After baking the cake, you need to glaze the surface carefully.",
graph,C,masculine,grafo,,,,Il grafo utilizzato nell'analisi semantica mostra le connessioni tra i concetti chiave del testo.,The graph used in the semantic analysis shows the connections between key concepts in the text.,
thickness,C,feminine,grossezza,,,,La grossezza della parete richiedeva strumenti specifici per l'installazione dell'impianto acustico.,The thickness of the wall required specific tools to install the sound system.,
imaginative,C,adjective,immaginoso,,,,"Ha una mente estremamente immaginosa, capace di creare mondi complessi e dettagliati.","He has an extremely imaginative mind, capable of creating complex and detailed worlds.",
impatiently,C,adverb,impazientemente,,,,Aspettava impazientemente che iniziasse lo spettacolo.,She was waiting impatiently for the show to begin.,
hang,C,verb,impiccare,,,,"Il prigioniero fu impiccato all'alba, secondo una sentenza emessa dopo un processo sommario.","The prisoner was hanged at dawn, according to a sentence issued after a summary trial.",
pressing,C,adjective,incalzante,,,,La questione è diventata talmente incalzante da richiedere un intervento immediato.,The issue became so pressing that it required immediate action.,
"press, pressure",C,verb,incalzare,,,,Il giornalista ha incalzato il politico con domande scomode.,The journalist pressed the politician with uncomfortable questions.,
"unshakeable, firm",C,adjective,incrollabile,,,,Ha dimostrato una fede incrollabile anche nei momenti più difficili.,He showed unshakeable faith even in the most difficult moments.,
"unshakeably, firmly",C,adverb,incrollabilmente,,,,Era incrollabilmente convinto delle sue idee.,He was unshakeably convinced of his ideas.,
industrious,C,adjective,industrioso,,,,"È un individuo estremamente industrioso, capace di portare avanti più progetti complessi con rigore e costanza.","He is an extremely industrious individual, capable of carrying out several complex projects with rigor and consistency.",
infectious,C,adjective,infettivo,,,,Il contatto diretto con un paziente infettivo richiede massima cautela.,Direct contact with an infectious patient requires utmost caution.,
initial,C,feminine,iniziale,,,,L’iniziale era scritta in modo decorativo sulla copertina del libro.,The initial was written decoratively on the book cover.,
initiation,C,feminine,iniziazione,,,,L'iniziazione al gruppo avveniva attraverso un rituale simbolico che fondeva tradizione e disciplina.,The initiation into the group took place through a symbolic ritual that blended tradition and discipline.,
intentional,C,adjective,intenzionale,,,,Il suo gesto è stato chiaramente intenzionale e mirava a provocare.,His gesture was clearly intentional and meant to provoke.,
